,Company,Year,SECTOR,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,profit,ESG_Exposure,ESG_Managed,ESG_Class,BVE,ESG_Index
429,MDLZ,2021,2,Consumer Staples,59.18819427490234,58.86438369750977,3.06,28269000,1403000,4300000,52.983,29.713,5.0,20.14896650035638,1.0127943008400182
430,MDLZ,2022,2,Consumer Staples,67.30583953857422,70.80169677734375,1.97,26883000,1378000,2717000,54.567,31.355,5.0,19.508708272859216,1.1937002550282052
431,MDLZ,2023,2,Consumer Staples,69.1312484741211,65.02240753173828,3.64,28332000,1363000,4959000,54.75,32.572,5.0,20.786500366837856,1.2817768353229826
432,META,2020,1,Communication Services,293.9259948730469,346.9969482421875,10.22,128290000,2851000,29146000,44.6,12.894,7.0,44.998246229393196,0.18694158246173506
433,META,2021,1,Communication Services,221.9040069580078,160.9193115234375,13.99,124879000,2815000,39370000,41.912,13.306,5.667,44.361989342806396,-0.3528737130073163
434,META,2022,1,Communication Services,211.50537109375,286.3914794921875,8.63,125713000,2687000,23200000,46.35,13.24,7.0,46.78563453665798,0.2908065282722767
435,META,2023,1,Communication Services,484.5841979980469,503.7198791503906,15.19,153168000,2574000,39098000,47.775,13.502,7.0,59.505827505827504,0.3740912582354547
436,MNST,2020,2,Consumer Staples,45.54499816894531,45.67499923706055,1.33,5160860,1059278,1409594,42.9,9.845,7.0,4.872054361555701,-0.09135499005883622
437,MNST,2021,2,Consumer Staples,39.95000076293945,46.34999847412109,1.3,6566951,1057526,1377475,40.192,11.117,5.333,6.209730068102345,-0.6866040127022723
438,MNST,2022,2,Consumer Staples,54.0099983215332,57.43999862670898,1.13,7025041,1053558,1191624,40.417,11.849,5.0,6.667920513156371,-0.7387027308573573
439,MNST,2023,2,Consumer Staples,59.27999877929688,49.95000076293945,1.56,8228744,1044887,1630988,42.35,12.526,5.333,7.875247754063358,-0.4942876663638108
440,MO,2020,2,Consumer Staples,38.60215759277344,36.59951019287109,2.4,2839000,1858419,4459000,41.95,16.937,5.0,1.5276425822163893,-0.3348258166691508
441,MO,2021,2,Consumer Staples,42.35776138305664,34.44437789916992,1.36,-1606000,1823176,2464000,42.117,17.236,5.0,-0.880880397723533,-0.30752123604016224
442,MO,2022,2,Consumer Staples,39.14157485961914,40.5830078125,3.23,-3973000,1785534,5751000,42.3,17.976,5.0,-2.2251046465651174,-0.2506363186775877
443,MO,2023,2,Consumer Staples,41.7549934387207,44.57428359985352,4.61,-3540000,1763462,8113000,46.321,19.185,5.833,-2.0074149598913955,0.29127847879051477
444,MPC,2020,3,Energy,48.48046875,55.398193359375,-15.28,22199000,649000,-9827000,56.213,26.119,5.333,34.20493066255778,1.0381331178916549
445,MPC,2021,3,Energy,80.64131927490234,78.110595703125,15.34,26206000,634000,9736000,56.5,28.805,5.0,41.33438485804417,1.1166872535860413
446,MPC,2022,3,Energy,130.4786071777344,113.4986572265625,28.31,27715000,512000,14508000,57.617,28.917,5.0,54.130859375,1.1758651242942977
447,MPC,2023,3,Energy,199.5742034912109,172.6598663330078,23.73,24404000,407000,9672000,60.267,30.644,6.167,59.96068796068796,1.7987490634286443
448,MPWR,2020,7,Information Technology,344.6487121582031,365.0412902832031,3.67,966587,44840,164375,39.375,10.647,6.0,21.556355932203388,-0.5341131286356918
449,MPWR,2021,7,Information Technology,476.6628723144531,377.462646484375,5.28,1243985,45851,242023,30.658,9.562,5.0,27.13103312904844,-1.3412908304931679
450,MPWR,2022,7,Information Technology,494.9656066894531,535.3040161132812,9.37,1668602,46727,437672,31.3,10.433,5.0,35.70958974468723,-1.254531676771336
